index,fullName,namePassed,correctGender,predictedGender,localization,useLocalization,serviceUsed,extraGenderScale,extraScore,extraProbabilityCalibrated,extraScript
27,Marianne Khoury,Marianne,female,female,EG,False,NamSor,0.9875049997828376,12.86712760031557,0.9937524998914188,LATIN
33,Vicentia Boco,Vicentia,female,female,BJ,False,NamSor,0.9830087506104228,11.837005351911273,0.9915043753052114,LATIN
34,Therese Soukup,Therese,female,female,SC,False,NamSor,0.967292813140302,10.095539402977643,0.983646406570151,LATIN
35,Aisha Yesufu,Aisha,female,female,NG,False,NamSor,0.9820433739767558,11.711441807474323,0.9910216869883779,LATIN
37,Priscilla Jana,Priscilla,female,female,ZA,False,NamSor,0.9855903818787186,12.399727388195764,0.9927951909393593,LATIN
42,Aïcha Macky,Aïcha,female,female,NG,False,NamSor,0.9644462972460113,8.81111052075557,0.9822231486230056,LATIN
44,Philippa Ndisi-Herrmann,Philippa,female,female,KE,False,NamSor,0.9701694258208433,10.460207884762632,0.9850847129104217,LATIN
46,Bridget Otoo,Bridget,female,female,GH,False,NamSor,0.899621482568288,7.453015502054797,0.949810741284144,LATIN
47,Branwen Okpako,Branwen,female,female,NG,False,NamSor,0.8069542039407069,6.031268936400821,0.9034771019703535,LATIN
48,Voahary Rakotovelomanantsoa,Voahary,female,male,MG,False,NamSor,-0.12406288682801558,0.790335872063018,0.5620314434140078,LATIN
49,Joelle Kayembe,Joelle,female,female,,False,NamSor,0.8816667037022021,7.254080857717213,0.9408333518511011,LATIN
50,Sophia Byass,Sophia,female,female,GM,False,NamSor,0.9693132110156104,10.34286431812884,0.9846566055078052,LATIN
53,Mandisa Makesini,Mandisa,female,female,ZA,False,NamSor,0.9804660166537202,11.540865416723967,0.9902330083268601,LATIN
55,Cynthia Butare,Cynthia,female,female,RW,False,NamSor,0.9823446645988863,11.747613696503329,0.9911723322994431,LATIN
57,Sakina Safadi,Sakina,female,female,MA,False,NamSor,0.9868611429228862,12.767582168854851,0.9934305714614431,LATIN
58,Laura Musanase,Laura,female,female,TZ,False,NamSor,0.9746993649520337,11.097387110907007,0.9873496824760168,LATIN
59,Munezero Aline,Munezero,female,female,RW,False,NamSor,0.4835308802826057,3.7465530253078754,0.7417654401413029,LATIN
60,Girley Jazama,Girley,female,female,,False,NamSor,0.5957182497248887,4.323244228781007,0.7978591248624444,LATIN
61,Nadège Uwamwezi,Nadège,female,female,RW,False,NamSor,0.8795300153574559,7.2041324717654405,0.939765007678728,LATIN
63,Martine Oulabou,Martine,female,female,GA,False,NamSor,0.9653800003235748,9.081916604552738,0.9826900001617874,LATIN
64,Ayyam Sureau,Ayyam,female,male,EG,False,NamSor,-0.03784466023426125,0.1710710052693754,0.5189223301171306,LATIN
65,Catherine Kamau,Catherine,female,female,KE,False,NamSor,0.9841097669979546,12.039774966508965,0.9920548834989773,LATIN
66,Aïcha Boro,Aïcha,female,female,BF,False,NamSor,0.9644462972460113,8.81111052075557,0.9822231486230056,LATIN
67,Fay Goldie,Fay,female,female,ZA,False,NamSor,0.8958237555774187,7.423263767252578,0.9479118777887093,LATIN
68,Aderonke Adeola,Aderonke,female,female,NG,False,NamSor,0.9698663614265641,10.417081601748691,0.9849331807132821,LATIN
69,Pascale Lamche,Pascale,female,female,ZA,False,NamSor,0.8650451970813118,6.918667353308372,0.9325225985406559,LATIN
70,Kagendo Murungi,Kagendo,female,male,KE,False,NamSor,-0.09449954709953734,0.6267911752083924,0.5472497735497687,LATIN
71,Omelga Mthiyane,Omelga,female,female,ZA,False,NamSor,0.24397590398861024,1.4206387289736497,0.6219879519943051,LATIN
74,Alfa Demmellash,Alfa,female,male,ET,False,NamSor,-0.3217407363603273,1.8245680456154005,0.6608703681801636,LATIN
76,Habiba Marzouk,Habiba,female,female,EG,False,NamSor,0.9719149465838424,10.876895902559852,0.9859574732919212,LATIN
77,Anne-Leen Thorburn,Anne-Leen,female,female,,False,NamSor,0.8441180431269357,6.611917001259734,0.9220590215634679,LATIN
78,Garcelle Napier,Garcelle,female,female,ZA,False,NamSor,0.981753505333363,11.677834178806577,0.9908767526666815,LATIN
84,Jasmin Pillay,Jasmin,female,female,ZA,False,NamSor,0.4288653812944587,2.713318758036955,0.7144326906472294,LATIN
85,Minette Hough,Minette,female,female,,False,NamSor,0.9843117472518024,12.081886816794267,0.9921558736259012,LATIN
87,Fatou Samba,Fatou,female,female,SN,False,NamSor,0.9630177527018902,8.663080615246287,0.9815088763509451,LATIN
89,Melissa Cohen,Melissa,female,female,ZA,False,NamSor,0.965956462691135,9.295123812614683,0.9829782313455675,LATIN
90,Sira Jallow,Sira,female,female,GM,False,NamSor,0.9747062661673833,11.09781141848476,0.9873531330836917,LATIN
91,Vivienne Roumani,Vivienne,female,female,LY,False,NamSor,0.9842860251285419,12.076424310035549,0.992143012564271,LATIN
94,Mariama Sowe,Mariama,female,female,GM,False,NamSor,0.990326478848141,13.344007728847266,0.9951632394240705,LATIN
95,Hannah Faal-Heim,Hannah,female,female,GM,False,NamSor,0.9666794856276628,9.64900921328561,0.9833397428138314,LATIN
96,Tsehay Melaku,Tsehay,female,female,ET,False,NamSor,0.892084780256523,7.3948113784710685,0.9460423901282615,LATIN
97,Tamy Moyo,Tamy,female,female,ZW,False,NamSor,0.9649357457401377,8.943912279447218,0.9824678728700689,LATIN
98,Alphonse Menyo,Alphonse,female,male,GH,False,NamSor,-0.760646983302689,5.562191838834536,0.8803234916513445,LATIN
99,Chiedza Mhende,Chiedza,female,female,ZW,False,NamSor,0.97119086163448,10.666201990499147,0.98559543081724,LATIN
100,Shana Dowdeswell,Shana,female,female,ZW,False,NamSor,0.9848369574618203,12.200492390540099,0.9924184787309102,LATIN
101,Jean Doyle,Jean,female,male,ZA,False,NamSor,-0.9218529048818915,7.647521157120401,0.9609264524409458,LATIN
103,Vivian Ewalefo,Vivian,female,female,NG,False,NamSor,0.5578719313399039,4.1569153587372085,0.7789359656699519,LATIN
104,Shudufhadzo Musida,Shudufhadzo,female,male,ZA,False,NamSor,-0.30553143727993604,1.730751306878446,0.652765718639968,LATIN
105,Catarina Taborda,Catarina,female,female,GW,False,NamSor,0.9941325940368242,13.843988112212664,0.9970662970184121,LATIN
106,Noga Treves,Noga,female,female,,False,NamSor,0.9664776141032441,9.53697977171634,0.983238807051622,LATIN
107,Fatou Baldeh,Fatou,female,female,GM,False,NamSor,0.9630177527018902,8.663080615246287,0.9815088763509451,LATIN
108,Fatima Chiguer,Fatima,female,female,MA,False,NamSor,0.9829895395893664,11.833808087483739,0.9914947697946832,LATIN
109,Denise Fernandes,Denise,female,female,,False,NamSor,0.9765573254630622,11.218660905071843,0.9882786627315311,LATIN
110,Agatha Cilliers,Agatha,female,female,ZA,False,NamSor,0.9703630907610337,10.488773514998272,0.9851815453805168,LATIN
111,Alemu Megertu,Alemu,female,male,ET,False,NamSor,-0.5227390109513741,4.023348987564155,0.761369505475687,LATIN
112,Rahma Tusa,Rahma,female,female,ET,False,NamSor,0.965298594873611,9.055162063572034,0.9826492974368055,LATIN
113,Phumzile Sitole,Phumzile,female,female,ZA,False,NamSor,0.8330805235807972,6.442136463706554,0.9165402617903986,LATIN
114,Rosemary Aluoch,Rosemary,female,female,KE,False,NamSor,0.9656096470908528,9.161493537885953,0.9828048235454264,LATIN
115,Adanech Abebe,Adanech,female,female,ET,False,NamSor,0.7740402187455937,5.6769322278480985,0.8870201093727968,LATIN
116,Charlbi Dean,Charlbi,female,male,ZA,False,NamSor,-0.03729756557467123,0.13950111889764114,0.5186487827873356,LATIN
117,Mariam Selim,Mariam,female,female,EG,False,NamSor,0.9664813158552452,9.538925088088568,0.9832406579276226,LATIN
119,Virginia Khunguni,Virginia,female,female,MW,False,NamSor,0.9864678457966181,12.69647032143503,0.993233922898309,LATIN
120,Leslie Witz,Leslie,female,female,ZA,False,NamSor,0.6147235681668994,4.418161141811893,0.8073617840834497,LATIN
121,Aisha Tsamiya,Aisha,female,female,NG,False,NamSor,0.9820433739767558,11.711441807474323,0.9910216869883779,LATIN
122,Leila Nakabira,Leila,female,female,UG,False,NamSor,0.9922357238866366,13.563867191909722,0.9961178619433183,LATIN
123,Fati Washa,Fati,female,female,NG,False,NamSor,0.9666977772876062,9.659808710789648,0.9833488886438031,LATIN
124,Simone Ackermann,Simone,female,female,ZA,False,NamSor,0.14768165993312832,0.9285350799379941,0.5738408299665642,LATIN
127,Fati Shu'uma,Fati,female,female,NG,False,NamSor,0.9666977772876062,9.659808710789648,0.9833488886438031,LATIN
128,Patricia Francourt,Patricia,female,female,SC,False,NamSor,0.9818191838323789,11.685350645505714,0.9909095919161894,LATIN
129,Devika Vidot,Devika,female,female,SC,False,NamSor,0.985035965594929,12.249382947059523,0.9925179827974645,LATIN
130,Yola Mgogwana,Yola,female,female,ZA,False,NamSor,0.9719268178614258,10.880748457823827,0.9859634089307129,LATIN
131,Aliaa Saleh,Aliaa,female,female,EG,False,NamSor,0.9829476192875339,11.826866636476641,0.991473809643767,LATIN
132,Sana Elsherbiny,Sana,female,female,EG,False,NamSor,0.8961557558652451,7.425829707420014,0.9480778779326225,LATIN
133,Polina Fouda,Polina,female,female,EG,False,NamSor,0.9915460817455117,13.47877027297924,0.9957730408727559,LATIN
134,Salma Saleh,Salma,female,female,EG,False,NamSor,0.9821488987641342,11.723962408336853,0.9910744493820671,LATIN
135,Tia Sobhy,Tia,female,female,EG,False,NamSor,0.9696122019344158,10.382295343266982,0.9848061009672079,LATIN
136,Malak Selim,Malak,female,female,EG,False,NamSor,0.46743821112739425,3.329400435964189,0.7337191055636971,LATIN
137,Login Elsasyed,Login,female,male,EG,False,NamSor,-0.6920216700190196,4.933228733683606,0.8460108350095098,LATIN
138,Sara Rostom,Sara,female,female,EG,False,NamSor,0.9534876671204333,8.356839333230937,0.9767438335602167,LATIN
140,Janet Karim,Janet,female,female,MW,False,NamSor,0.9643126540778162,8.77771687160488,0.9821563270389081,LATIN
141,Zainab Gimba,Zainab,female,female,NG,False,NamSor,0.9642601721034316,8.764902022322126,0.9821300860517158,LATIN
143,Farah Hussein,Farah,female,female,EG,False,NamSor,0.7225212376492869,5.239846572891352,0.8612606188246434,LATIN
144,Mandy Mohamed,Mandy,female,female,EG,False,NamSor,0.9424315990519607,7.919227737350532,0.9712157995259804,LATIN
145,Farah Salem,Farah,female,female,EG,False,NamSor,0.7225212376492869,5.239846572891352,0.8612606188246434,LATIN
146,Adekemi Adesida,Adekemi,female,female,NG,False,NamSor,0.9386783897044233,7.824820248720364,0.9693391948522116,LATIN
148,Helen Ocheke,Helen,female,female,NG,False,NamSor,0.9535541421420275,8.358681158005325,0.9767770710710137,LATIN
149,Adenike Oyekunle,Adenike,female,female,NG,False,NamSor,0.9714132821322214,10.726330626681985,0.9857066410661107,LATIN
150,Oluwadamilola Oluwafemi,Oluwadamilola,female,female,NG,False,NamSor,0.7743310130680869,5.679574393629629,0.8871655065340435,LATIN
151,Cathryn Credo,Cathryn,female,female,TZ,False,NamSor,0.9668988123007507,9.78688602416073,0.9834494061503753,LATIN
152,Sheila Munyiva,Sheila,female,female,KE,False,NamSor,0.9690350016817642,10.307519882154608,0.9845175008408821,LATIN
153,Michelle Abueng,Michelle,female,female,BW,False,NamSor,0.9417899137848147,7.894779180991769,0.9708949568924073,LATIN
155,Henrietta Mbawah,Henrietta,female,female,SL,False,NamSor,0.9872038784684352,12.81933621071046,0.9936019392342176,LATIN
157,Sanaba Kaba,Sanaba,female,female,GN,False,NamSor,0.9470082458991778,8.11343023516222,0.9735041229495889,LATIN
159,Davina Itoo,Davina,female,female,MU,False,NamSor,0.9863843883151846,12.664140309486768,0.9931921941575923,LATIN
161,Hannatu Bashir,Hannatu,female,female,NG,False,NamSor,0.9335913176766284,7.767827777465712,0.9667956588383142,LATIN
162,Fadila Muhammad,Fadila,female,female,NG,False,NamSor,0.9720427531237255,10.919174067246445,0.9860213765618627,LATIN
163,Susan Akene,Susan,female,female,NG,False,NamSor,0.903372942202421,7.483299254645935,0.9516864711012105,LATIN
164,Yolanda Steyn,Yolanda,female,female,ZA,False,NamSor,0.9857966464217005,12.461983207315846,0.9928983232108503,LATIN
165,Johanna Mafuyana,Johanna,female,female,ZW,False,NamSor,0.9792957856576707,11.430805447234007,0.9896478928288354,LATIN
166,Bouchra Zboured,Bouchra,female,female,MA,False,NamSor,0.957868640463942,8.486115338690652,0.978934320231971,LATIN
169,Arlete Bombe,Arlete,female,female,MZ,False,NamSor,0.9835647186868892,11.934262162551391,0.9917823593434446,LATIN
170,Selma Hellal,Selma,female,female,DZ,False,NamSor,0.9874638277695196,12.860456769021823,0.9937319138847598,LATIN
172,Lihle Dhlomo,Lihle,female,female,ZA,False,NamSor,0.6725738939282866,4.7771629447419315,0.8362869469641433,LATIN
174,Rebecca Majeka,Rebecca,female,female,ZA,False,NamSor,0.97159554572478,10.778449608763964,0.98579777286239,LATIN
175,Helena Amoako,Helena,female,female,GH,False,NamSor,0.9887927899939366,13.102026953219003,0.9943963949969683,LATIN
176,Dora Manu,Dora,female,female,GH,False,NamSor,0.9708811743372294,10.5880813327747,0.9854405871686147,LATIN
177,Yetunde Arobieke,Yetunde,female,female,NG,False,NamSor,0.9753302307460188,11.13693833513664,0.9876651153730094,LATIN
178,Mable Esendi,Mable,female,female,KE,False,NamSor,0.9710481755347522,10.629449008242815,0.9855240877673761,LATIN
179,Florence Wanjiru,Florence,female,female,KE,False,NamSor,0.9711474390823214,10.654873579530047,0.9855737195411607,LATIN
180,Emebet Shiferaw,Emebet,female,female,ET,False,NamSor,0.6465026725307255,4.599637962965737,0.8232513362653627,LATIN
181,Ilse Wicksell,Ilse,female,female,ZA,False,NamSor,0.9719955597312262,10.903353681037316,0.9859977798656131,LATIN
182,Berhane Herpassa,Berhane,female,male,ET,False,NamSor,-0.824914965410418,6.2948186834940145,0.912457482705209,LATIN
183,Mayra Rondo,Mayra,female,female,GQ,False,NamSor,0.9659785616249796,9.304275427905203,0.9829892808124898,LATIN
184,Linah Cheruiyot,Linah,female,female,KE,False,NamSor,0.9668628762732117,9.762952705516312,0.9834314381366058,LATIN
185,Regina Chemeli,Regina,female,female,KE,False,NamSor,0.9886897686784544,13.08106605992672,0.9943448843392272,LATIN
186,Esther Ndoumbé,Esther,female,female,CM,False,NamSor,0.9133975072674798,7.56902724298201,0.9566987536337399,LATIN
187,Geneviève Obone,Geneviève,female,female,GA,False,NamSor,0.9538312344551443,8.36639529535293,0.9769156172275721,LATIN
188,Diane Zancy,Diane,female,female,GA,False,NamSor,0.9793847798071011,11.438762759825934,0.9896923899035506,LATIN
189,Rethabile Ramaphakela,Rethabile,female,female,ZA,False,NamSor,0.9502971684081485,8.272204364214474,0.9751485842040742,LATIN
190,Pearl Jansen,Pearl,female,female,ZA,False,NamSor,0.8824023987930789,7.271872084240115,0.9412011993965395,LATIN
191,Viola Jelagat,Viola,female,female,KE,False,NamSor,0.9850818736930718,12.261008807564096,0.9925409368465359,LATIN
192,Martha Udom,Martha,female,female,NG,False,NamSor,0.9840181097622356,12.02123462484456,0.9920090548811178,LATIN
193,Ismahane Lahmar,Ismahane,female,female,TN,False,NamSor,0.9424945050651203,7.921656953535795,0.9712472525325602,LATIN
194,Yejide Kilanko,Yejide,female,female,NG,False,NamSor,0.9709665711535544,10.60902103898384,0.9854832855767772,LATIN
196,Edna Noy,Edna,female,female,ZA,False,NamSor,0.9837912443271533,11.97677060750027,0.9918956221635766,LATIN
197,Mouna Sabri,Mouna,female,female,MA,False,NamSor,0.9671376188134695,9.962384671182427,0.9835688094067347,LATIN
198,Ajibola Ponnle,Ajibola,female,male,NG,False,NamSor,-0.6442791343825558,4.58583643182768,0.8221395671912779,LATIN
199,Aya Samaha,Aya,female,female,EG,False,NamSor,0.9553830364032134,8.410731876080156,0.9776915182016067,LATIN
200,Adaku Ufere-Awoonor,Adaku,female,female,NG,False,NamSor,0.9661991511197792,9.400531962938317,0.9830995755598896,LATIN
201,Oceanne Iradukunda,Oceanne,female,female,RW,False,NamSor,0.9761610493175241,11.191532514626786,0.9880805246587621,LATIN
202,Laila Gohar,Laila,female,female,EG,False,NamSor,0.9856835628787557,12.42737283122473,0.9928417814393778,LATIN
204,Tanatsei Gambura,Tanatsei,female,male,ZW,False,NamSor,-0.11853846460391382,0.7590603860798772,0.5592692323019569,LATIN
205,Mosun Belo-Olusoga,Mosun,female,female,NG,False,NamSor,0.5203521419499799,4.014870685557838,0.76017607097499,LATIN
206,Arame Fall,Arame,female,female,SN,False,NamSor,0.9658981287370667,9.271361251501915,0.9829490643685334,LATIN
207,Nomvelo Makhanya,Nomvelo,female,female,ZA,False,NamSor,0.6445638499885151,4.587593280142265,0.8222819249942576,LATIN
208,Nunu Khumalo,Nunu,female,female,ZA,False,NamSor,0.47362976853924055,3.4711799987620893,0.7368148842696203,LATIN
209,Gcina Nkosi,Gcina,female,male,ZA,False,NamSor,-0.14163705183274922,0.892415059511201,0.5708185259163746,LATIN
210,Lara Sousa,Lara,female,female,MZ,False,NamSor,0.9864284877324496,12.68109336999536,0.9932142438662248,LATIN
211,Sanaâ Mssoudy,Sanaâ,female,female,MA,False,NamSor,0.9654390169548328,9.10177036667302,0.9827195084774164,LATIN
212,Jihan al-Mosli,Jihan,female,female,,False,NamSor,0.26284934614971545,1.5092548552366907,0.6314246730748577,LATIN
213,Rosebell Kagumire,Rosebell,female,female,UG,False,NamSor,0.9649072053416212,8.935664941458931,0.9824536026708106,LATIN
214,Francesca Emanuel,Francesca,female,female,NG,False,NamSor,0.9803975385261534,11.534080361165621,0.9901987692630767,LATIN
217,Lorcia Cooper,Lorcia,female,female,ZA,False,NamSor,0.9600974458833651,8.558907716488193,0.9800487229416825,LATIN
219,Obianuju Ekeocha,Obianuju,female,female,NG,False,NamSor,0.9613806514874146,8.60335220223017,0.9806903257437073,LATIN
220,Priscilla Kuye,Priscilla,female,female,NG,False,NamSor,0.9855903818787186,12.399727388195764,0.9927951909393593,LATIN
223,Sinatu Ojikutu,Sinatu,female,female,NG,False,NamSor,0.943563891545808,7.96388160834541,0.971781945772904,LATIN
225,Titilayo Laoye-Tomori,Titilayo,female,female,NG,False,NamSor,0.9658897056649185,9.267976253294279,0.9829448528324592,LATIN
226,Blessing Nsiegbe,Blessing,female,female,NG,False,NamSor,0.709988905722845,5.102455849389202,0.8549944528614225,LATIN
227,Rajae Aboulaich,Rajae,female,female,MA,False,NamSor,0.6366810494647033,4.540035403082925,0.8183405247323516,LATIN
229,Alouf Jirari,Alouf,female,male,MA,False,NamSor,-0.47043439707013013,3.3956670703344116,0.7352171985350651,LATIN
230,Néfertiti Magahed,Néfertiti,female,female,EG,False,NamSor,0.9639944465535168,8.70242437508751,0.9819972232767584,LATIN
231,Miriam Onuoha,Miriam,female,female,NG,False,NamSor,0.9663780387419958,9.486022983410408,0.9831890193709979,LATIN
233,Odile Sankara,Odile,female,female,BF,False,NamSor,0.9709734101941772,10.610717121677254,0.9854867050970886,LATIN
234,Blessing Onuh,Blessing,female,female,NG,False,NamSor,0.709988905722845,5.102455849389202,0.8549944528614225,LATIN
235,Lee Visagie,Lee,female,male,ZA,False,NamSor,-0.4565237372651021,3.1175200112032684,0.728261868632551,LATIN
236,Khanya Mkangisa,Khanya,female,female,ZA,False,NamSor,0.8354635435122033,6.489548920887515,0.9177317717561017,LATIN
237,Soso Rungqu,Soso,female,male,ZA,False,NamSor,-0.334862136116177,1.9054531185167676,0.6674310680580885,LATIN
238,Michelle Beling,Michelle,female,female,ZA,False,NamSor,0.9417899137848147,7.894779180991769,0.9708949568924073,LATIN
240,Tolulope Akande-Sadipe,Tolulope,female,female,NG,False,NamSor,0.467857369556983,3.338428237524404,0.7339286847784915,LATIN
241,Ogunlola Olubunmi,Ogunlola,female,male,NG,False,NamSor,-0.17408452242031625,1.0935847715288318,0.5870422612101581,LATIN
242,Farida Arman,Farida,female,female,EG,False,NamSor,0.9811691476302069,11.613334550511503,0.9905845738151035,LATIN
243,Hanan al-Barassi,Hanan,female,female,LY,False,NamSor,0.4906584565808241,3.9148085736103013,0.745329228290412,LATIN
245,Ishtar Lakhani,Ishtar,female,female,ZA,False,NamSor,0.327848976577348,1.8616270160650146,0.663924488288674,LATIN
246,Uyaiedu Ikpe-Etim,Uyaiedu,female,female,NG,False,NamSor,0.15793538464176682,0.9911419899335597,0.5789676923208834,LATIN
247,Ubah Ali,Ubah,female,female,,False,NamSor,0.5472371447498665,4.114633151252242,0.7736185723749333,LATIN
250,Fanja Rakotondrajao,Fanja,female,female,MG,False,NamSor,0.966058341337025,9.338028614605406,0.9830291706685125,LATIN
251,Melissa Reddy,Melissa,female,female,ZA,False,NamSor,0.965956462691135,9.295123812614683,0.9829782313455675,LATIN
252,Aïssata Moumouni,Aïssata,female,female,NG,False,NamSor,0.9658662185074569,9.258597482877128,0.9829331092537285,LATIN
253,Nadeen Ashraf,Nadeen,female,female,EG,False,NamSor,0.5851841635148225,4.274184946826047,0.7925920817574112,LATIN
254,Jemimah Kariuki,Jemimah,female,female,KE,False,NamSor,0.9492531581200789,8.22450472090133,0.9746265790600395,LATIN
255,Michaella Russell,Michaella,female,female,ZA,False,NamSor,0.9879664703716153,12.94510965949818,0.9939832351858077,LATIN
258,Gosette Lubondo,Gosette,female,female,,False,NamSor,0.11484188518516891,0.7383298707561539,0.5574209425925845,LATIN
260,Malaika Uwamahoro,Malaika,female,female,RW,False,NamSor,0.9858930090838334,12.492451785265708,0.9929465045419167,LATIN
261,Maryem Amkadni,Maryem,female,female,MA,False,NamSor,0.953766691940763,8.36459313696595,0.9768833459703815,LATIN
262,Hasnaa Zidani,Hasnaa,female,female,MA,False,NamSor,0.9712541600153237,10.682949095216554,0.9856270800076619,LATIN
263,Judy Ditchfield,Judy,female,female,ZA,False,NamSor,0.90908405529933,7.531236347721368,0.954542027649665,LATIN
264,Noluthando Meje,Noluthando,female,female,ZA,False,NamSor,0.9449469515633926,8.021275008405773,0.9724734757816963,LATIN
265,Lynne McCarthy,Lynne,female,female,ZA,False,NamSor,0.9867382682386645,12.749661238525967,0.9933691341193323,LATIN
266,Keria Ibrahim,Keria,female,female,ET,False,NamSor,0.98707074960545,12.798914041994749,0.993535374802725,LATIN
267,Charlotte Ntamack,Charlotte,female,female,CM,False,NamSor,0.9721202536237716,10.945709693102039,0.9860601268118858,LATIN
268,Fikile Mthwalo,Fikile,female,female,LS,False,NamSor,0.7537377745892426,5.507744318160412,0.8768688872946213,LATIN
270,Isma Kaddouri,Isma,female,female,DZ,False,NamSor,0.6933672866998284,4.944968929990445,0.8466836433499142,LATIN
271,Edith Nzuruike,Edith,female,female,NG,False,NamSor,0.9733644180155301,11.018521159590499,0.986682209007765,LATIN
272,Ratiba Derfoul,Ratiba,female,female,DZ,False,NamSor,0.9669221632557261,9.802750448137232,0.983461081627863,LATIN
273,Dominique Donner,Dominique,female,male,ZA,False,NamSor,-0.03577667004693419,0.052053119287237014,0.5178883350234671,LATIN
274,Cindy Schwulst,Cindy,female,female,ZA,False,NamSor,0.9773415177917708,11.27461687250333,0.9886707588958854,LATIN
275,Cindy Swanepoel,Cindy,female,female,ZA,False,NamSor,0.9773415177917708,11.27461687250333,0.9886707588958854,LATIN
276,Nobuhle Mahlasela,Nobuhle,female,female,ZA,False,NamSor,0.96457420653609,8.84415061157651,0.982287103268045,LATIN
277,Nejla Nouaili,Nejla,female,female,TN,False,NamSor,0.985471636861891,12.365570043399437,0.9927358184309455,LATIN
279,Fatma Ayadi,Fatma,female,female,TN,False,NamSor,0.9835697320329191,11.93518364662674,0.9917848660164595,LATIN
280,Retha Heymann,Retha,female,female,ZA,False,NamSor,0.9644215990660423,8.80485458002454,0.9822107995330212,LATIN
281,Boutheina Hafassa,Boutheina,female,female,TN,False,NamSor,0.9877773521809894,12.912412641977227,0.9938886760904947,LATIN
282,Marwa Dridi,Marwa,female,female,TN,False,NamSor,0.9810843124186186,11.604307154799578,0.9905421562093093,LATIN
283,Houda Barkouki,Houda,female,female,MA,False,NamSor,0.9534613840167498,8.356112041067284,0.9767306920083749,LATIN
284,Dama Bete,Dama,female,female,MZ,False,NamSor,0.6973453243181498,4.980492976692254,0.8486726621590749,LATIN
285,Rebecca Kadaga,Rebecca,female,female,UG,False,NamSor,0.97159554572478,10.778449608763964,0.98579777286239,LATIN
286,Dulce Braga,Dulce,female,female,AO,False,NamSor,0.9704887357928107,10.507752367383006,0.9852443678964053,LATIN
287,Elisa Cossa,Elisa,female,female,MZ,False,NamSor,0.9874606775765171,12.85994819186508,0.9937303387882586,LATIN
288,Hélène Diarra,Hélène,female,female,ML,False,NamSor,0.9642720474377298,8.767787359053685,0.9821360237188649,LATIN
289,Eva Nill,Eva,female,female,EG,False,NamSor,0.985296039701278,12.317105530118873,0.992648019850639,LATIN
290,Lindiwe Chibi,Lindiwe,female,female,ZA,False,NamSor,0.9733581524181589,11.018165283908104,0.9866790762090795,LATIN
291,Precious Simelane,Precious,female,female,ZA,False,NamSor,0.3691080469171184,2.1431339735384256,0.6845540234585592,LATIN
292,Chantel Clifton-Parks,Chantel,female,female,ZA,False,NamSor,0.9466902165476647,8.098646395416601,0.9733451082738324,LATIN
293,Muriel Blanche,Muriel,female,female,CM,False,NamSor,0.9655136092213497,9.127441247041176,0.9827568046106748,LATIN
294,Janice Acquah,Janice,female,female,GH,False,NamSor,0.9737967064163662,11.043385361214856,0.9868983532081831,LATIN
295,Gugu Dlamini,Gugu,female,female,ZA,False,NamSor,0.42485554475465603,2.665126373986638,0.712427772377328,LATIN
