index,fullName,namePassed,correctGender,predictedGender,localization,useLocalization,serviceUsed,extraGenderScale,extraScore,extraProbabilityCalibrated,extraScript,isCorrect,source
100,Shana Dowdeswell,Shana,female,female,ZW,True,NamSor,0.9989576468693064,15.523760206449296,0.9994788234346532,LATIN,True,wikidata
101,Jean Doyle,Jean,female,male,ZA,True,NamSor,-0.9029416328868208,7.344792794450214,0.9514708164434104,LATIN,False,wikidata
103,Vivian Ewalefo,Vivian,female,female,NG,True,NamSor,0.9760851194294212,11.114010362897517,0.9880425597147106,LATIN,True,wikidata
104,Shudufhadzo Musida,Shudufhadzo,female,male,ZA,True,NamSor,-0.20391370495714,1.3787068750075375,0.60195685247857,LATIN,False,wikidata
105,Catarina Taborda,Catarina,female,female,GW,True,NamSor,0.9996945979904616,16.75136742389256,0.9998472989952308,LATIN,True,wikidata
107,Fatou Baldeh,Fatou,female,female,GM,True,NamSor,0.9816865564043372,11.68339250557088,0.9908432782021686,LATIN,True,wikidata
108,Fatima Chiguer,Fatima,female,female,MA,True,NamSor,0.9999540034906432,18.644430925970862,0.9999770017453216,LATIN,True,wikidata
110,Agatha Cilliers,Agatha,female,female,ZA,True,NamSor,0.992669135141366,13.573146398101706,0.996334567570683,LATIN,True,wikidata
111,Alemu Megertu,Alemu,female,male,ET,True,NamSor,-0.9569713465047668,8.387122334918146,0.9784856732523832,LATIN,False,wikidata
112,Rahma Tusa,Rahma,female,female,ET,True,NamSor,0.9688813766404532,10.035193528668444,0.9844406883202266,LATIN,True,wikidata
113,Phumzile Sitole,Phumzile,female,female,ZA,True,NamSor,0.9824950831343332,11.859318185098012,0.9912475415671664,LATIN,True,wikidata
114,Rosemary Aluoch,Rosemary,female,female,KE,True,NamSor,0.9831085876367388,12.017087327796652,0.9915542938183692,LATIN,True,wikidata
115,Adanech Abebe,Adanech,female,female,ET,True,NamSor,0.9918397987327184,13.465970918057955,0.9959198993663592,LATIN,True,wikidata
116,Charlbi Dean,Charlbi,female,male,ZA,True,NamSor,-0.051191083630562,0.1230178217408236,0.525595541815281,LATIN,False,wikidata
117,Mariam Selim,Mariam,female,female,EG,True,NamSor,0.96236849998468,8.879670358507894,0.98118424999234,LATIN,True,wikidata
119,Virginia Khunguni,Virginia,female,female,MW,True,NamSor,0.9994067984016348,16.087462041091186,0.9997033992008174,LATIN,True,wikidata
120,Leslie Witz,Leslie,female,female,ZA,True,NamSor,0.0800559738459685,0.5363283360251431,0.5400279869229843,LATIN,True,wikidata
121,Aisha Tsamiya,Aisha,female,female,NG,True,NamSor,0.9999339749577548,18.28296233369773,0.9999669874788776,LATIN,True,wikidata
122,Leila Nakabira,Leila,female,female,UG,True,NamSor,0.9997529916050324,16.963574081486357,0.999876495802516,LATIN,True,wikidata
123,Fati Washa,Fati,female,female,NG,True,NamSor,0.9930296305829268,13.623571734176023,0.9965148152914634,LATIN,True,wikidata
124,Simone Ackermann,Simone,female,female,ZA,True,NamSor,0.9670823239652048,9.726997121080508,0.9835411619826024,LATIN,True,wikidata
127,Fati Shu'uma,Fati,female,female,NG,True,NamSor,0.9930296305829268,13.623571734176023,0.9965148152914634,LATIN,True,wikidata
128,Patricia Francourt,Patricia,female,female,SC,True,NamSor,0.9980110797082428,14.877648900197414,0.9990055398541212,LATIN,True,wikidata
129,Devika Vidot,Devika,female,female,SC,True,NamSor,0.998872468921738,15.44521061883193,0.9994362344608688,LATIN,True,wikidata
130,Yola Mgogwana,Yola,female,female,ZA,True,NamSor,0.98183332269379,11.713113104083163,0.990916661346895,LATIN,True,wikidata
131,Aliaa Saleh,Aliaa,female,female,EG,True,NamSor,0.9971182705634294,14.506850056707052,0.9985591352817148,LATIN,True,wikidata
132,Sana Elsherbiny,Sana,female,female,EG,True,NamSor,0.9735583756822824,10.883090126105271,0.9867791878411412,LATIN,True,wikidata
133,Polina Fouda,Polina,female,female,EG,True,NamSor,0.999419432628037,16.108990494937302,0.9997097163140184,LATIN,True,wikidata
134,Salma Saleh,Salma,female,female,EG,True,NamSor,0.9998111781417536,17.232192394485168,0.9999055890708768,LATIN,True,wikidata
135,Tia Sobhy,Tia,female,female,EG,True,NamSor,0.9844876220337244,12.207994573450163,0.9922438110168622,LATIN,True,wikidata
136,Malak Selim,Malak,female,female,EG,True,NamSor,0.987272137343804,12.639644946940038,0.993636068671902,LATIN,True,wikidata
137,Login Elsasyed,Login,female,male,EG,True,NamSor,-0.971496791015644,10.613005590214756,0.985748395507822,LATIN,False,wikidata
138,Sara Rostom,Sara,female,female,EG,True,NamSor,0.9928110009090694,13.592687967026428,0.9964055004545348,LATIN,True,wikidata
140,Janet Karim,Janet,female,female,MW,True,NamSor,0.9833043713981052,12.073167666711951,0.9916521856990526,LATIN,True,wikidata
141,Zainab Gimba,Zainab,female,female,NG,True,NamSor,0.9848554172841482,12.250160783302931,0.992427708642074,LATIN,True,wikidata
143,Farah Hussein,Farah,female,female,EG,True,NamSor,0.9945372399828798,13.867286060959444,0.99726861999144,LATIN,True,wikidata
144,Mandy Mohamed,Mandy,female,female,EG,True,NamSor,0.9934525117145176,13.686158523875392,0.9967262558572588,LATIN,True,wikidata
145,Farah Salem,Farah,female,female,EG,True,NamSor,0.9945372399828798,13.867286060959444,0.99726861999144,LATIN,True,wikidata
146,Adekemi Adesida,Adekemi,female,female,NG,True,NamSor,0.9738086447217488,10.90372507343423,0.9869043223608744,LATIN,True,wikidata
148,Helen Ocheke,Helen,female,female,NG,True,NamSor,0.9846947632140776,12.231523387180085,0.9923473816070388,LATIN,True,wikidata
149,Adenike Oyekunle,Adenike,female,female,NG,True,NamSor,0.9976766758400296,14.72224177864949,0.9988383379200148,LATIN,True,wikidata
150,Oluwadamilola Oluwafemi,Oluwadamilola,female,female,NG,True,NamSor,0.9685868780566732,9.96783022798718,0.9842934390283364,LATIN,True,wikidata
151,Cathryn Credo,Cathryn,female,female,TZ,True,NamSor,0.9927622723222196,13.585932611667689,0.9963811361611098,LATIN,True,wikidata
152,Sheila Munyiva,Sheila,female,female,KE,True,NamSor,0.9994294090763578,16.126323818676312,0.9997147045381788,LATIN,True,wikidata
153,Michelle Abueng,Michelle,female,female,BW,True,NamSor,0.996010555772984,14.181588547009431,0.998005277886492,LATIN,True,wikidata
155,Henrietta Mbawah,Henrietta,female,female,SL,True,NamSor,0.9987223489579744,15.320217679557778,0.9993611744789872,LATIN,True,wikidata
157,Sanaba Kaba,Sanaba,female,female,GN,True,NamSor,0.987174249462904,12.601022094398154,0.993587124731452,LATIN,True,wikidata
159,Davina Itoo,Davina,female,female,MU,True,NamSor,0.9994478063620438,16.159097574586667,0.999723903181022,LATIN,True,wikidata
161,Hannatu Bashir,Hannatu,female,female,NG,True,NamSor,0.9973003177315064,14.572106613124724,0.9986501588657531,LATIN,True,wikidata
162,Fadila Muhammad,Fadila,female,female,NG,True,NamSor,0.9902929752382232,13.292389657293027,0.9951464876191116,LATIN,True,wikidata
163,Susan Akene,Susan,female,female,NG,True,NamSor,0.9778844277710104,11.291661835020392,0.9889422138855052,LATIN,True,wikidata
164,Yolanda Steyn,Yolanda,female,female,ZA,True,NamSor,0.9981971223312314,14.975856763281143,0.9990985611656156,LATIN,True,wikidata
165,Johanna Mafuyana,Johanna,female,female,ZW,True,NamSor,0.9973783154552494,14.601423647524811,0.9986891577276248,LATIN,True,wikidata
166,Bouchra Zboured,Bouchra,female,female,MA,True,NamSor,0.9710070833856792,10.538162819512388,0.9855035416928396,LATIN,True,wikidata
169,Arlete Bombe,Arlete,female,female,MZ,True,NamSor,0.9986884691225102,15.294045878412009,0.9993442345612552,LATIN,True,wikidata
170,Selma Hellal,Selma,female,female,DZ,True,NamSor,0.998851510396236,15.426793279686123,0.999425755198118,LATIN,True,wikidata
172,Lihle Dhlomo,Lihle,female,female,ZA,True,NamSor,0.9607377957451406,8.631788190330973,0.9803688978725704,LATIN,True,wikidata
174,Rebecca Majeka,Rebecca,female,female,ZA,True,NamSor,0.99830460282551,15.03732384099846,0.999152301412755,LATIN,True,wikidata
175,Helena Amoako,Helena,female,female,GH,True,NamSor,0.9996292697177328,16.557521587025292,0.9998146348588663,LATIN,True,wikidata
176,Dora Manu,Dora,female,female,GH,True,NamSor,0.9877458839313537,12.85108104105759,0.9938729419656768,LATIN,True,wikidata
177,Yetunde Arobieke,Yetunde,female,female,NG,True,NamSor,0.9981723891738604,14.9622312978724,0.9990861945869302,LATIN,True,wikidata
178,Mable Esendi,Mable,female,female,KE,True,NamSor,0.9931620721697344,13.642755244665471,0.9965810360848671,LATIN,True,wikidata
179,Florence Wanjiru,Florence,female,female,KE,True,NamSor,0.9924890121796102,13.548872873462956,0.9962445060898052,LATIN,True,wikidata
180,Emebet Shiferaw,Emebet,female,female,ET,True,NamSor,0.9784327437831796,11.338928098333769,0.9892163718915896,LATIN,True,wikidata
181,Ilse Wicksell,Ilse,female,female,ZA,True,NamSor,0.9978630104519262,14.805842713312884,0.9989315052259632,LATIN,True,wikidata
182,Berhane Herpassa,Berhane,female,male,ET,True,NamSor,-0.8608949134152839,6.830663701574885,0.930447456707642,LATIN,False,wikidata
183,Mayra Rondo,Mayra,female,female,GQ,True,NamSor,0.9985872588097736,15.219709001042736,0.9992936294048868,LATIN,True,wikidata
184,Linah Cheruiyot,Linah,female,female,KE,True,NamSor,0.9794372616127636,11.431779368199685,0.9897186308063818,LATIN,True,wikidata
185,Regina Chemeli,Regina,female,female,KE,True,NamSor,0.9991285399683634,15.702826294887686,0.9995642699841816,LATIN,True,wikidata
186,Esther Ndoumbé,Esther,female,female,CM,True,NamSor,0.9688338339005612,10.02258715131395,0.9844169169502806,LATIN,True,wikidata
187,Geneviève Obone,Geneviève,female,female,GA,True,NamSor,0.9989557117140956,15.521905400739463,0.9994778558570478,LATIN,True,wikidata
188,Diane Zancy,Diane,female,female,GA,True,NamSor,0.998776201040016,15.3632810352048,0.999388100520008,LATIN,True,wikidata
189,Rethabile Ramaphakela,Rethabile,female,female,ZA,True,NamSor,0.9698933443717894,10.349941689735296,0.9849466721858948,LATIN,True,wikidata
190,Pearl Jansen,Pearl,female,female,ZA,True,NamSor,0.969096903740086,10.094424003315076,0.984548451870043,LATIN,True,wikidata
191,Viola Jelagat,Viola,female,female,KE,True,NamSor,0.9984948453631584,15.156345267346424,0.9992474226815792,LATIN,True,wikidata
192,Martha Udom,Martha,female,female,NG,True,NamSor,0.9993161583857696,15.945269997452565,0.9996580791928849,LATIN,True,wikidata
193,Ismahane Lahmar,Ismahane,female,female,TN,True,NamSor,0.9939388584222552,13.76334195516565,0.9969694292111276,LATIN,True,wikidata
194,Yejide Kilanko,Yejide,female,female,NG,True,NamSor,0.9947784313910356,13.9124424060361,0.9973892156955178,LATIN,True,wikidata
196,Edna Noy,Edna,female,female,ZA,True,NamSor,0.9971300592330704,14.510949280465454,0.9985650296165351,LATIN,True,wikidata
197,Mouna Sabri,Mouna,female,female,MA,True,NamSor,0.9963908017707022,14.281754892242432,0.9981954008853512,LATIN,True,wikidata
198,Ajibola Ponnle,Ajibola,female,male,NG,True,NamSor,-0.644556340656262,4.497505467575408,0.822278170328131,LATIN,False,wikidata
199,Aya Samaha,Aya,female,female,EG,True,NamSor,0.9997886691622984,17.119571554108035,0.9998943345811492,LATIN,True,wikidata
200,Adaku Ufere-Awoonor,Adaku,female,female,NG,True,NamSor,0.9927730116051268,13.587417507435568,0.9963865058025634,LATIN,True,wikidata
201,Oceanne Iradukunda,Oceanne,female,female,RW,True,NamSor,0.9949408091353628,13.94403372844149,0.9974704045676814,LATIN,True,wikidata
202,Laila Gohar,Laila,female,female,EG,True,NamSor,0.9645430424206884,9.286018392316322,0.9822715212103442,LATIN,True,wikidata
204,Tanatsei Gambura,Tanatsei,female,male,ZW,True,NamSor,-0.1508249326622617,1.0941125398875895,0.5754124663311309,LATIN,False,wikidata
205,Mosun Belo-Olusoga,Mosun,female,female,NG,True,NamSor,0.9615826184867872,8.752537555138474,0.9807913092433936,LATIN,True,wikidata
206,Arame Fall,Arame,female,female,SN,True,NamSor,0.9785433473288124,11.348739295151944,0.9892716736644064,LATIN,True,wikidata
207,Nomvelo Makhanya,Nomvelo,female,female,ZA,True,NamSor,0.9698799306033364,10.34505046513933,0.9849399653016684,LATIN,True,wikidata
208,Nunu Khumalo,Nunu,female,female,ZA,True,NamSor,0.3624348103183583,2.207296186393094,0.6812174051591792,LATIN,True,wikidata
209,Gcina Nkosi,Gcina,female,male,ZA,True,NamSor,-0.5499756319853382,4.075190415196062,0.7749878159926691,LATIN,False,wikidata
210,Lara Sousa,Lara,female,female,MZ,True,NamSor,0.9992889231548688,15.906215821848145,0.9996444615774344,LATIN,True,wikidata
211,Sanaâ Mssoudy,Sanaâ,female,female,MA,True,NamSor,0.9927129711950622,13.579144011985065,0.9963564855975312,LATIN,True,wikidata
213,Rosebell Kagumire,Rosebell,female,female,UG,True,NamSor,0.9862304750430362,12.4257237114181,0.993115237521518,LATIN,True,wikidata
214,Francesca Emanuel,Francesca,female,female,NG,True,NamSor,0.9987875624097976,15.372608089361528,0.9993937812048987,LATIN,True,wikidata
217,Lorcia Cooper,Lorcia,female,female,ZA,True,NamSor,0.9989628299759704,15.528745116378827,0.9994814149879852,LATIN,True,wikidata
219,Obianuju Ekeocha,Obianuju,female,female,NG,True,NamSor,0.985409860561792,12.317288017505843,0.992704930280896,LATIN,True,wikidata
220,Priscilla Kuye,Priscilla,female,female,NG,True,NamSor,0.9995538972652004,16.372447100163782,0.9997769486326,LATIN,True,wikidata
223,Sinatu Ojikutu,Sinatu,female,female,NG,True,NamSor,0.9976734682484744,14.720862125605215,0.9988367341242372,LATIN,True,wikidata
225,Titilayo Laoye-Tomori,Titilayo,female,female,NG,True,NamSor,0.9833005222217652,12.072034248781272,0.9916502611108826,LATIN,True,wikidata
226,Blessing Nsiegbe,Blessing,female,female,NG,True,NamSor,0.9756079439174136,11.066120335250185,0.9878039719587068,LATIN,True,wikidata
227,Rajae Aboulaich,Rajae,female,female,MA,True,NamSor,0.970820853228164,10.511109178034218,0.985410426614082,LATIN,True,wikidata
229,Alouf Jirari,Alouf,female,male,MA,True,NamSor,-0.6417884712439732,4.482328892367818,0.8208942356219866,LATIN,False,wikidata
230,Néfertiti Magahed,Néfertiti,female,female,EG,True,NamSor,0.9965775761291392,14.334891541050451,0.9982887880645696,LATIN,True,wikidata
231,Miriam Onuoha,Miriam,female,female,NG,True,NamSor,0.9889167506573286,13.159804343382532,0.9944583753286644,LATIN,True,wikidata
233,Odile Sankara,Odile,female,female,BF,True,NamSor,0.9968836686449336,14.428584166241002,0.9984418343224668,LATIN,True,wikidata
234,Blessing Onuh,Blessing,female,female,NG,True,NamSor,0.9756079439174136,11.066120335250185,0.9878039719587068,LATIN,True,wikidata
235,Lee Visagie,Lee,female,male,ZA,True,NamSor,-0.3757062853370851,2.3069658462933944,0.6878531426685426,LATIN,False,wikidata
236,Khanya Mkangisa,Khanya,female,female,ZA,True,NamSor,0.4747174761474322,3.593548999155388,0.7373587380737161,LATIN,True,wikidata
237,Soso Rungqu,Soso,female,male,ZA,True,NamSor,-0.3806021291747292,2.3458803381621607,0.6903010645873646,LATIN,False,wikidata
238,Michelle Beling,Michelle,female,female,ZA,True,NamSor,0.9982567817369334,15.009507885712246,0.9991283908684668,LATIN,True,wikidata
240,Tolulope Akande-Sadipe,Tolulope,female,female,NG,True,NamSor,0.8848724792898803,7.128597483542436,0.9424362396449402,LATIN,True,wikidata
241,Ogunlola Olubunmi,Ogunlola,female,male,NG,True,NamSor,-0.572097753491551,4.159580987887338,0.7860488767457755,LATIN,False,wikidata
242,Farida Arman,Farida,female,female,EG,True,NamSor,0.9767913325148438,11.189381747826644,0.988395666257422,LATIN,True,wikidata
243,Hanan al-Barassi,Hanan,female,female,LY,True,NamSor,0.7605520929769274,5.449789736239154,0.8802760464884637,LATIN,True,wikidata
245,Ishtar Lakhani,Ishtar,female,female,ZA,True,NamSor,0.8716559221172939,6.953565502134239,0.935827961058647,LATIN,True,wikidata
246,Uyaiedu Ikpe-Etim,Uyaiedu,female,female,NG,True,NamSor,0.1393811080785161,0.9948357253513648,0.5696905540392581,LATIN,True,wikidata
250,Fanja Rakotondrajao,Fanja,female,female,MG,True,NamSor,0.9655150487948454,9.509100309488176,0.9827575243974228,LATIN,True,wikidata
251,Melissa Reddy,Melissa,female,female,ZA,True,NamSor,0.9995558254181548,16.376778684873166,0.9997779127090776,LATIN,True,wikidata
252,Aïssata Moumouni,Aïssata,female,female,NG,True,NamSor,0.9994795278579172,16.218259994374527,0.9997397639289586,LATIN,True,wikidata
253,Nadeen Ashraf,Nadeen,female,female,EG,True,NamSor,0.9780853872879776,11.308726827942005,0.9890426936439888,LATIN,True,wikidata
254,Jemimah Kariuki,Jemimah,female,female,KE,True,NamSor,0.9762869910262956,11.134981806498343,0.9881434955131476,LATIN,True,wikidata
255,Michaella Russell,Michaella,female,female,ZA,True,NamSor,0.9996950845964858,16.752962025218665,0.9998475422982428,LATIN,True,wikidata
260,Malaika Uwamahoro,Malaika,female,female,RW,True,NamSor,0.9996210961150032,16.53571381078296,0.9998105480575016,LATIN,True,wikidata
261,Maryem Amkadni,Maryem,female,female,MA,True,NamSor,0.9723799565407036,10.76400776381736,0.9861899782703518,LATIN,True,wikidata
262,Hasnaa Zidani,Hasnaa,female,female,MA,True,NamSor,0.9927027627806392,13.57774408836096,0.9963513813903196,LATIN,True,wikidata
263,Judy Ditchfield,Judy,female,female,ZA,True,NamSor,0.9689444474488352,10.05216637352278,0.9844722237244176,LATIN,True,wikidata
264,Noluthando Meje,Noluthando,female,female,ZA,True,NamSor,0.9740713391103242,10.925852518605232,0.987035669555162,LATIN,True,wikidata
265,Lynne McCarthy,Lynne,female,female,ZA,True,NamSor,0.9996780762089136,16.69868154947182,0.9998390381044568,LATIN,True,wikidata
266,Keria Ibrahim,Keria,female,female,ET,True,NamSor,0.9996111988305638,16.509928302685907,0.999805599415282,LATIN,True,wikidata
267,Charlotte Ntamack,Charlotte,female,female,CM,True,NamSor,0.9931568674903988,13.6419943846998,0.9965784337451994,LATIN,True,wikidata
268,Fikile Mthwalo,Fikile,female,female,LS,True,NamSor,0.7933877139332601,5.895664735115624,0.8966938569666301,LATIN,True,wikidata
270,Isma Kaddouri,Isma,female,female,DZ,True,NamSor,0.3375429918953845,2.039353776486948,0.6687714959476923,LATIN,True,wikidata
271,Edith Nzuruike,Edith,female,female,NG,True,NamSor,0.9979410080913584,14.843024313913652,0.9989705040456792,LATIN,True,wikidata
272,Ratiba Derfoul,Ratiba,female,female,DZ,True,NamSor,0.9989146165081172,15.483307608039064,0.9994573082540588,LATIN,True,wikidata
273,Dominique Donner,Dominique,female,female,ZA,True,NamSor,0.6071859050326915,4.309446035248222,0.8035929525163458,LATIN,True,wikidata
274,Cindy Schwulst,Cindy,female,female,ZA,True,NamSor,0.9982377768159872,14.998664679212707,0.9991188884079936,LATIN,True,wikidata
275,Cindy Swanepoel,Cindy,female,female,ZA,True,NamSor,0.9982377768159872,14.998664679212707,0.9991188884079936,LATIN,True,wikidata
276,Nobuhle Mahlasela,Nobuhle,female,female,ZA,True,NamSor,0.981640437190979,11.674232727185988,0.9908202185954896,LATIN,True,wikidata
277,Nejla Nouaili,Nejla,female,female,TN,True,NamSor,0.9980825551800804,14.914247360286268,0.9990412775900402,LATIN,True,wikidata
279,Fatma Ayadi,Fatma,female,female,TN,True,NamSor,0.9981844604490152,14.968858157837715,0.9990922302245075,LATIN,True,wikidata
280,Retha Heymann,Retha,female,female,ZA,True,NamSor,0.99749142441003,14.645525636035336,0.9987457122050152,LATIN,True,wikidata
281,Boutheina Hafassa,Boutheina,female,female,TN,True,NamSor,0.998983699324422,15.549071747476605,0.999491849662211,LATIN,True,wikidata
282,Marwa Dridi,Marwa,female,female,TN,True,NamSor,0.9410181433089112,7.750898731263867,0.9705090716544555,LATIN,True,wikidata
283,Houda Barkouki,Houda,female,female,MA,True,NamSor,0.969309412538927,10.156474860898214,0.9846547062694636,LATIN,True,wikidata
284,Dama Bete,Dama,female,female,MZ,True,NamSor,0.2308075179419784,1.49019992147052,0.6154037589709892,LATIN,True,wikidata
